Frequency,Error,Mass
0.0007243732728561369,2.6628491102888973e-05,4507.0912499999995
0.0007145844448445674,2.6447956878228393e-05,4514.77375
0.0007361198664700202,2.6843529516020197e-05,4522.456249999999
0.0007165422104468814,2.6484162174957134e-05,4530.13875
0.000719478858850267,2.6538377507387915e-05,4537.82125
0.0006489992971670524,2.5205044137231162e-05,4545.50375
0.0007312254524642355,2.6754140225121108e-05,4553.186250000001
0.0006509570627693663,2.5243032168037435e-05,4560.86875
0.0006842390780087024,2.5880298787730444e-05,4568.55125
0.0007145844448445674,2.6447956878228393e-05,4576.233749999999
0.0006627036563832496,2.5469770542692037e-05,4583.91625
0.0006979434372248169,2.613818713835782e-05,4591.59875
0.0006813024296052314,2.582470194846398e-05,4599.28125
0.0006989223200260564,2.615651044038969e-05,4606.963750000001
0.0006421471175589538,2.5071632758776698e-05,4614.64625
0.0006656403047867204,2.5526140446855368e-05,4622.328750000001
0.0006529148283716802,2.5280963116807364e-05,4630.01125
0.0006627036563832496,2.5469770542692037e-05,4637.69375
0.0006323582895473844,2.4879804135220925e-05,4645.376249999999
0.0006137595163254025,2.4511194066738976e-05,4653.05875
0.0006460626487635051,2.514795449623226e-05,4660.74125
0.0006274638755415997,2.478333303078809e-05,4668.42375
0.0006088651023196177,2.4413266411632336e-05,4676.106250000001
0.0006480204143658955,2.5186028635363892e-05,4683.78875
0.0006411682347577969,2.50525159944578e-05,4691.4712500000005
0.000622569461535815,2.4686484934533464e-05,4699.1537499999995
0.000622569461535815,2.4686484934533464e-05,4706.83625
0.0006166961647288734,2.4569763311691515e-05,4714.518749999999
0.0006499781799682093,2.522404530399856e-05,4722.20125
0.0006304005239449959,2.4841260650984572e-05,4729.88375
0.000588308563495322,2.3997606851078243e-05,4737.56625
0.000570688673074497,2.3635509871540787e-05,4745.248750000001
0.0006127806335242455,2.449163986014287e-05,4752.93125
0.0005843930322906942,2.391761460566906e-05,4760.61375
0.0006196328131323441,2.462819327128454e-05,4768.296249999999
0.0005511110170513582,2.322656014393188e-05,4775.97875
0.0005990762743079774,2.4216223105623365e-05,4783.66125
0.0006078862195185328,2.4393633705271026e-05,4791.34375
0.0005550265482559203,2.3308924090856022e-05,4799.02625
0.0005344700094316902,2.2873204846869847e-05,4806.70875
