Frequency,Error,Mass
0.0007312254524641923,2.3169765091365653e-05,4508.371666666667
0.0007260863177581831,2.3088201672209406e-05,4518.615
0.0007114030757408285,2.2853559386878967e-05,4528.858333333334
0.0006908465369164708,2.252095346382543e-05,4539.1016666666665
0.0007047956168329563,2.2747180720617878e-05,4549.345
0.0006673533496887648,2.2134713398383446e-05,4559.588333333333
0.0006702899980922357,2.2183361178819987e-05,4569.831666666667
0.0006989223200260151,2.265220251573003e-05,4580.075
0.0007003906442277503,2.2675984362191353e-05,4590.318333333334
0.0006746949706974421,2.225613347219324e-05,4600.5616666666665
0.0006893782127147967,2.2497007733009513e-05,4610.805
0.0006519359455704846,2.187753787406654e-05,4621.048333333333
0.0006592775665791613,2.2000377345280252e-05,4631.291666666667
0.0006489992971670716,2.182820852634989e-05,4641.535
0.0006130253542245529,2.1214617176433824e-05,4651.778333333334
0.0006387210277548667,2.165467089578845e-05,4662.0216666666665
0.0006188986510314398,2.1316001826455278e-05,4672.265
0.0006401893519566589,2.16795470336815e-05,4682.508333333333
0.0006431260003601297,2.1729213873194086e-05,4692.751666666667
0.0006093545437201603,2.1151004987727856e-05,4702.995
0.0006247719478383811,2.141690654105416e-05,4713.238333333334
0.0006431260003601297,2.1729213873194086e-05,4723.481666666667
0.0006078862195184788,2.112550647937672e-05,4733.725
0.0005785197354837183,2.0608912256501287e-05,4743.968333333333
0.0006144936784262338,2.1240008708174816e-05,4754.211666666667
0.0005932029775011243,2.0868807924823554e-05,4764.455
0.0005682414660716215,2.042501771189593e-05,4774.698333333334
0.0006027470848123512,2.103601830379824e-05,4784.941666666667
0.0005946713017028069,2.089461969464578e-05,4795.185
0.0005249259021204256,1.9631115686597765e-05,4805.428333333333
0.0005484190893481929,2.006560516884053e-05,4815.671666666667
0.0005425457925412029,1.9957869597454438e-05,4825.915
0.0005234575779186901,1.9603640353768073e-05,4836.158333333333
0.000509508498002158,1.9340678098330085e-05,4846.401666666667
0.000521255091616087,1.956235500007176e-05,4856.645
0.0005542923861550855,2.017276537102942e-05,4866.888333333333
0.000510242660103071,1.935460728853922e-05,4877.131666666666
0.0005065718495986873,1.928486072912696e-05,4887.375
0.0005344700094317061,1.980877646335434e-05,4897.618333333334
0.0004874836349761282,1.8918033977998638e-05,4907.861666666667
0.0005080401738004679,1.9312789578994642e-05,4918.105
0.0005043693632960845,1.924289145037127e-05,4928.348333333333
0.0005256600642212933,1.9644838942860674e-05,4938.591666666667
0.0004933569317830695,1.9031656825287564e-05,4948.835
0.00046178796144580097,1.8412691816528204e-05,4959.078333333333
0.0004669270961518336,1.851486370089982e-05,4969.321666666667
0.00048528114867356825,1.887524907442706e-05,4979.5650000000005
0.0004669270961518336,1.851486370089982e-05,4989.808333333333
0.00045371217833625597,1.82509804130241e-05,5000.051666666666
0.00048821779707699587,1.8932274126027793e-05,5010.295
0.0004529780162353882,1.823620826943581e-05,5020.538333333334
0.0004544463404370833,1.8265740609866876e-05,5030.781666666667
0.00042507985640241456,1.76657159609488e-05,5041.025
0.0004148015869902295,1.7450833921277648e-05,5051.268333333333
0.0004236115322006791,1.763517883187523e-05,5061.511666666667
0.00042654818060411213,1.7696200394254753e-05,5071.755
0.00041039661438505996,1.7357927313072602e-05,5081.998333333333
0.0004544463404370833,1.8265740609866876e-05,5092.241666666667
0.00041480158699026636,1.7450833921277648e-05,5102.485000000001
0.0004331556395119211,1.7832735468984455e-05,5112.7283333333335
0.0003920425618633668,1.696534087034947e-05,5122.971666666666
0.0003935108860650673,1.699708147970854e-05,5133.215
0.0003773593198460122,1.6644606064432427e-05,5143.458333333334
0.00037442267144250805,1.6579714565659412e-05,5153.701666666667
0.00036781521253473174,1.6432771804098802e-05,5163.945
0.0003861692650563907,1.6837780106782078e-05,5174.1883333333335
0.00041039661438505996,1.7357927313072602e-05,5184.431666666667
0.00038910591345986135,1.6901680830194024e-05,5194.675
8.07578310954501e-06,2.4349402238772005e-06,5204.918333333333
5.946713017028069e-05,6.6074589078092595e-06,5799.031666666667
0.00014536409597179725,1.0330576464524752e-05,5809.275000000001
0.0001468324201735456,1.0382620000274192e-05,5819.518333333333
0.0001534398790813552,1.0613658369443022e-05,5829.761666666667
0.0001505032306778709,1.0511601591662709e-05,5840.005
0.00015270571698047388,1.0588236396723366e-05,5850.248333333334
0.00014756658227441335,1.0408544185448998e-05,5860.491666666667
