Frequency,Error,Mass
448.0,21.166010488516726,5114.00875
386.0,19.6468827043885,5121.69125
425.0,20.615528128088304,5129.373750000001
380.0,19.493588689617926,5137.05625
393.0,19.82422760159901,5144.73875
386.0,19.6468827043885,5152.421249999999
376.0,19.390719429665317,5160.10375
404.0,20.09975124224178,5167.78625
371.0,19.261360284258224,5175.46875
420.0,20.493901531919196,5183.15125
401.0,20.024984394500787,5190.83375
279.0,16.703293088490067,5198.516250000001
26.0,5.0990195135927845,5797.75125
161.0,12.68857754044952,5805.43375
143.0,11.958260743101398,5813.11625
149.0,12.206555615733702,5820.79875
161.0,12.68857754044952,5828.48125
145.0,12.041594578792296,5836.16375
151.0,12.288205727444508,5843.8462500000005
165.0,12.84523257866513,5851.5287499999995
154.0,12.409673645990857,5859.21125
134.0,11.575836902790225,5866.89375
146.0,12.083045973594572,5874.57625
136.0,11.661903789690601,5882.25875
134.0,11.575836902790225,5889.94125
116.0,10.770329614269007,5897.623750000001
125.0,11.180339887498949,5905.30625
139.0,11.789826122551595,5912.98875
133.0,11.532562594670797,5920.671249999999
150.0,12.24744871391589,5928.35375
116.0,10.770329614269007,5936.03625
130.0,11.40175425099138,5943.71875
96.0,9.797958971132712,5951.40125
123.0,11.090536506409418,5959.08375
118.0,10.862780491200215,5966.766250000001
100.0,10.0,5974.44875
116.0,10.770329614269007,5982.13125
114.0,10.677078252031311,5989.81375
106.0,10.295630140987,5997.49625
119.0,10.908712114635714,6005.17875
99.0,9.9498743710662,6012.86125
106.0,10.295630140987,6020.54375
107.0,10.344080432788601,6028.22625
106.0,10.295630140987,6035.9087500000005
96.0,9.797958971132712,6043.5912499999995
105.0,10.246950765959598,6051.27375
90.0,9.486832980505138,6058.95625
90.0,9.486832980505138,6066.63875
117.0,10.816653826391969,6074.32125
98.0,9.899494936611665,6082.00375
97.0,9.848857801796104,6089.686250000001
92.0,9.591663046625438,6097.36875
116.0,10.770329614269007,6105.05125
99.0,9.9498743710662,6112.733749999999
93.0,9.643650760992955,6120.41625
81.0,9.0,6128.09875
80.0,8.94427190999916,6135.78125
82.0,9.055385138137417,6143.46375
83.0,9.1104335791443,6151.14625
93.0,9.643650760992955,6158.828750000001
71.0,8.426149773176359,6166.51125
79.0,8.888194417315589,6174.19375
88.0,9.38083151964686,6181.87625
82.0,9.055385138137417,6189.55875
73.0,8.54400374531753,6197.24125
98.0,9.899494936611665,6204.92375
83.0,9.1104335791443,6212.60625
87.0,9.327379053088816,6220.28875
79.0,8.888194417315589,6227.9712500000005
73.0,8.54400374531753,6235.6537499999995
74.0,8.602325267042627,6243.33625
65.0,8.06225774829855,6251.01875
86.0,9.273618495495704,6258.70125
83.0,9.1104335791443,6266.38375
73.0,8.54400374531753,6274.06625
71.0,8.426149773176359,6281.748750000001
69.0,8.306623862918075,6289.43125
65.0,8.06225774829855,6297.11375
72.0,8.48528137423857,6304.796249999999
67.0,8.18535277187245,6312.47875
71.0,8.426149773176359,6320.16125
63.0,7.937253933193772,6327.84375
85.0,9.219544457292887,6335.52625
68.0,8.246211251235321,6343.20875
83.0,9.1104335791443,6350.891250000001
71.0,8.426149773176359,6358.57375
70.0,8.366600265340756,6366.25625
71.0,8.426149773176359,6373.93875
75.0,8.660254037844387,6381.62125
73.0,8.54400374531753,6389.30375
68.0,8.246211251235321,6396.98625
63.0,7.937253933193772,6404.66875
50.0,7.0710678118654755,6412.35125
64.0,8.0,6420.0337500000005
56.0,7.483314773547883,6427.7162499999995
53.0,7.280109889280518,6435.39875
63.0,7.937253933193772,6443.08125
70.0,8.366600265340756,6450.76375
69.0,8.306623862918075,6458.44625
45.0,6.708203932499369,6466.12875
54.0,7.3484692283495345,6473.811250000001
69.0,8.306623862918075,6481.49375
49.0,7.0,6489.17625
50.0,7.0710678118654755,6496.858749999999
